   3.5819390060197885E-097   103614126710.50833     
   1.4199031891970302E-096   163983123236.13748     
   1.7914499207925179E-096   177193505307.99048     
   2.2819604828435427E-096   192080059691.06851     
   2.3712963781929103E-098   41915519665.246826     
   1.6834736085525054E-097   80559175562.979065     
   9.4657417960923190E-097   143251043244.89914     
   1.5823730444541013E-096   170013157921.15152     
   2.1091290666859995E-096   187102946939.42511     
   2.1890877344074177E-096   189438086410.19937     
   5.1225102409687287E-098   54184348264.179909     
   4.1004662282729913E-097   108390359154.85233     
   1.3716237092681579E-096   162103068836.48874     
   1.9549395199976127E-096   182427658655.20309     
   1.7127547936184957E-098   37607803826.620552     
   1.1725337762224314E-096   153846644889.18286     
   1.9727611487789113E-096   182980331905.75986     
   3.2299258890071495E-098   46463340253.453560     
   1.2396032939216702E-096   156725795450.49640     
   1.9491222742652246E-096   182246530992.03259     
   7.0232483424387846E-098   60194791892.922440     
   1.2322674530484506E-096   156416021360.51559     
   1.9224456868890695E-096   181411272019.64038     
   1.2920525446937416E-097   73757519165.703964     
   1.2190779850173821E-096   155855956598.26260     
   1.9448844687065444E-096   182114354271.17969     
   2.2399805218916345E-097   88605563015.631989     
   1.2624023366052886E-096   157680808749.45566     
   1.9969868443037364E-096   183726292024.07260     
   3.2547887578020535E-097   100358426766.91400     
   1.3595547265500375E-096   161626216585.22623     
   6.2984683882759331E-105   269437409.01778901     
   9.3950401128428601E-097   142893493829.13309     
   1.8423527373488197E-096   178856133047.29507     
   5.1245371393574452E-097   116752034490.08855     
   1.5966158395283957E-096   170521726063.64703     
   3.4314170178906869E-098   47410085930.922813     
   1.2344329079094904E-096   156507590665.30460     
   1.9662286505474426E-096   182778138058.52011     
   8.2303604508082812E-097   136726446733.55907     
   1.7451157650421288E-096   175652494947.16168     
   3.8614910074708034E-097   106242411098.45987     
   1.4677601165798880E-096   165805119653.71460     
   6.8388259879553116E-099   27693218141.700935     
   1.0449088359866843E-096   148049078801.59314     
   1.8489197392264087E-096   179068389862.36212     
   6.8998357984092946E-097   128921641754.29536     
   1.5044626124195571E-096   167175786620.75632     
   2.5733775211066915E-097   92799878985.614151     
   1.4012200789780886E-096   163260714516.71817     
   1.1092187764365668E-097   70100101435.678818     
