0.17945E+01 0.19158E-02 
0.18885E+01 0.20039E-02 
0.19826E+01 0.20940E-02 
0.20767E+01 0.21860E-02 
0.21707E+01 0.22802E-02 
0.22648E+01 0.23765E-02 
0.23589E+01 0.24750E-02 
0.24529E+01 0.25757E-02 
0.25470E+01 0.26787E-02 
0.26411E+01 0.27840E-02 
0.27352E+01 0.28916E-02 
0.28293E+01 0.30015E-02 
0.29234E+01 0.31138E-02 
0.30175E+01 0.32283E-02 
0.31116E+01 0.33451E-02 
0.32057E+01 0.34642E-02 
0.32998E+01 0.35856E-02 
0.33939E+01 0.37093E-02 
0.34880E+01 0.38352E-02 
0.35821E+01 0.39634E-02 
0.36762E+01 0.40938E-02 
0.37704E+01 0.42264E-02 
0.38645E+01 0.43612E-02 
0.39586E+01 0.44982E-02 
0.40528E+01 0.46373E-02 
0.41469E+01 0.47785E-02 
0.42410E+01 0.49219E-02 
0.43352E+01 0.50674E-02 
0.44293E+01 0.52150E-02 
0.45235E+01 0.53646E-02 
0.46176E+01 0.55162E-02 
0.47118E+01 0.56699E-02 
0.48059E+01 0.58256E-02 
0.49001E+01 0.59833E-02 
0.49943E+01 0.61429E-02 
0.50884E+01 0.63045E-02 
0.51826E+01 0.64680E-02 
0.52768E+01 0.66334E-02 
0.53710E+01 0.68007E-02 
0.54652E+01 0.69699E-02 
0.55593E+01 0.71410E-02 
0.56535E+01 0.73139E-02 
0.57477E+01 0.74887E-02 
0.58419E+01 0.76652E-02 
0.59361E+01 0.78435E-02 
0.60303E+01 0.80236E-02 
0.61245E+01 0.82055E-02 
0.62187E+01 0.83891E-02 
0.63129E+01 0.85745E-02 
0.64071E+01 0.87616E-02 
0.65013E+01 0.89503E-02 
0.65956E+01 0.91408E-02 
0.66898E+01 0.93330E-02 
0.67840E+01 0.95267E-02 
0.68782E+01 0.97222E-02 
0.69724E+01 0.99193E-02 
0.70667E+01 0.10118E-01 
0.71609E+01 0.10318E-01 
0.72551E+01 0.10520E-01 
0.73494E+01 0.10724E-01 
0.74436E+01 0.10929E-01 
0.75379E+01 0.11135E-01 
0.76321E+01 0.11343E-01 
0.77263E+01 0.11553E-01 
0.78206E+01 0.11764E-01 
0.79148E+01 0.11977E-01 
0.80091E+01 0.12191E-01 
0.81034E+01 0.12407E-01 
0.81976E+01 0.12624E-01 
0.82919E+01 0.12843E-01 
0.83861E+01 0.13063E-01 
0.84804E+01 0.13285E-01 
0.85747E+01 0.13508E-01 
0.86690E+01 0.13732E-01 
0.87632E+01 0.13958E-01 
0.88575E+01 0.14185E-01 
0.89518E+01 0.14414E-01 
0.90461E+01 0.14644E-01 
0.91404E+01 0.14875E-01 
0.92346E+01 0.15108E-01 
0.93289E+01 0.15342E-01 
0.94232E+01 0.15578E-01 	   
69.3711470588	0.5630755176
76.8315647059	0.7631814706
84.3132882353	1.001966
91.8177176471	1.2823211176
99.3464411765	1.6062768824
106.9011117647	1.9763394118
114.4831823529	2.3889831765
122.0929058824	2.8344958235
129.7310470588	3.3233015882
137.3987588235	3.860896
145.0972882353	4.4519181765
152.8275588235	5.1020062941
160.5913941176	5.8169346471
168.3902529412	6.6033811765
176.2258823529	7.4692511765
184.1005941176	8.4230676471
192.0162235294	9.4747135294
199.9753352941	10.6350823529
207.9807882353	11.9160817647
216.0352764706	13.3304305882
224.1420470588	14.8916111765
232.3047764706	16.6134529412
240.5269941176	18.4843223529
248.8018294118	19.9020417647
257.1200941176	21.3002252941
265.4804352941	22.6779752941
273.8785588235	23.9377
282.3129176471	25.2511929412
290.7847588235	26.6808288235
299.2968470588	28.2693917647
307.8527764706	30.05166
316.4569235294	32.0566311765
325.1135117647	34.3082517647
333.8277176471	36.82479
342.6044470588	39.6194029412
351.4489647059	42.7001958824
360.3659941176	46.07025
369.3604	49.7291435294
378.4367117647	53.6731117647
387.5994411765	57.8962282353
396.8521764706	62.3909588235
406.1985470588	67.1489882353
415.6411588235	72.0303235294
425.1789058824	76.9594352941
434.8123823529	82.0431529412
444.5422588235	87.3088470588
454.3705529412	92.7099294118
464.2981235294	98.2516176471
474.3249764706	103.9734823529
484.4532470588	109.8846882353
494.6836764706	115.9877941176
505.0193058824	122.2830705882
515.4610941176	128.7687823529
526.0080764706	135.2366647059
536.6579411765	141.6430588235
547.4099235294	148.1316470588
558.2636764706	154.7410411765
569.2192411765	161.4308764706
580.2753882353	168.1509882353
591.4321176471	174.9689117647
605.6990235294	183.7691764706
622.3452588235	184.9189482353
639.3802176471	186.1473564706
656.8159647059	187.4553282353
674.6706764706	188.8450541176
692.9732352941	190.3232052941
711.7675058824	191.9011123529
731.1420705882	193.6037435294
751.4183470588	195.5388670588
772.1681705882	197.5376452941
793.1722176471	199.5199623529
814.3304588235	201.4484341176
835.6028647059	203.3146329412
856.9797176471	205.1209270588
878.4540058824	206.8701
900.0179	208.5643617647
921.6648470588	210.2061605882
943.3860117647	211.7971341176
965.1775235294	213.3403023529
987.0308529412	214.8370864706
1008.9412705882	216.2895594118
1030.9012647059	217.6992205882
1052.9071294118	219.0682805882
1074.9523882353	220.3979441176
1097.0319941177	221.6896711765
1119.1417588235	222.9452982353
1141.275682353	224.1655347059
1163.4305294118	225.3520388235
1185.6019588235	226.5061141176
1207.7849117647	227.6285688235
1229.9759176471	228.7203711765
1252.1719764706	229.7829805882
1274.3685882353	230.8168911765
1296.5618058824	231.8228141176
1318.7514705882	232.8026035294
1340.9312647059	233.7559241176
1363.0997705882	234.68402
1385.2542235294	235.5876211765
1407.3919352941	236.46728
1429.5118058824	237.3241417647
1436.5723437373	240.3646228231
1467.495598859	253.8995966077
1498.6673016086	267.9181747236
1530.0918993472	282.4537547816
1561.7743263351	297.546919082
1593.7201164351	313.2472789823
1625.9355449657	329.6160523201
1658.4278122587	346.7297484095
1691.2052881718	364.6855894038
1724.2778483913	383.6097731562
1757.6573543764	403.6706306288
1791.3583694309	425.1007674389
1825.3992878309	448.2370767766
1859.804251661	473.60035248
1894.6067540745	502.0770085372
1929.8575702536	535.4348472028
1965.6480886983	578.5740936612 
